work_order_id,machine_id,maintenance_datetime,maintenance_type,issue,part_id,technician_id,downtime_hours,total_cost_usd,status
WO_00212,APU_050,2024-09-20 01:36:00,Corrective,Reservoir Pressure Fluctuation,PART_0256,TECH_0101,5.08,488.49,Monitoring
WO_00213,APU_006,2024-02-15 06:54:00,Corrective,High Oil Temperature,PART_0236,TECH_0121,4.59,765.13,Completed
WO_00214,APU_038,2025-02-11 00:40:00,Preventive,Dryer Valve Fault,PART_0295,TECH_0396,3.89,688.37,Monitoring
WO_00215,APU_045,2024-12-22 11:21:00,Corrective,Low Pressure Switch Fault,PART_0242,TECH_0135,2.29,782.2,Monitoring
WO_00216,APU_046,2025-01-08 16:33:00,Corrective,Abnormal Motor Current,PART_0291,TECH_0096,4.13,865.66,Completed
WO_00217,APU_036,2024-09-25 22:32:00,Corrective,Abnormal Motor Current,PART_0057,TECH_0365,1.78,615.3,Completed
WO_00218,APU_034,2024-04-21 15:11:00,Corrective,Pressure Leak,PART_0055,TECH_0353,2.39,663.72,Completed
WO_00219,APU_002,2025-07-30 03:17:00,Corrective,Low Pressure Switch Fault,PART_0080,TECH_0115,2.08,305.48,Completed
WO_00220,APU_014,2024-05-13 07:30:00,Corrective,Compressor Cycling,PART_0275,TECH_0008,2.84,342.3,Completed
WO_00221,APU_031,2025-02-21 06:56:00,Preventive,Dryer Valve Fault,PART_0169,TECH_0444,9.71,1455.11,Monitoring
WO_00222,APU_049,2024-04-10 20:51:00,Preventive,Abnormal Motor Current,PART_0291,TECH_0418,0.97,648.59,Completed
WO_00223,APU_006,2025-08-05 09:43:00,Corrective,Oil Level Warning,PART_0240,TECH_0332,3.96,721.37,Completed
WO_00224,APU_048,2024-07-20 23:28:00,Preventive,Low Pressure Switch Fault,PART_0044,TECH_0136,1.12,245.15,Completed
WO_00225,APU_042,2025-02-11 07:23:00,Corrective,High Oil Temperature,PART_0038,TECH_0183,2.1,361.17,Completed
WO_00226,APU_049,2024-12-12 11:49:00,Inspection,Reservoir Pressure Fluctuation,PART_0292,TECH_0023,4.95,369.42,Completed
WO_00227,APU_018,2025-07-26 21:34:00,Preventive,Pressure Leak,PART_0109,TECH_0237,2.82,345.36,Monitoring
WO_00228,APU_035,2025-03-17 21:33:00,Corrective,High Oil Temperature,PART_0182,TECH_0410,1.5,271.67,Completed
WO_00229,APU_028,2024-05-11 10:36:00,Corrective,Oil Level Warning,PART_0240,TECH_0018,1.83,679.38,Completed
WO_00230,APU_008,2024-03-13 07:58:00,Corrective,High Oil Temperature,PART_0092,TECH_0292,3.95,523.34,Completed
WO_00231,APU_020,2024-10-23 13:40:00,Corrective,Abnormal Motor Current,PART_0093,TECH_0044,1.82,335.36,Completed
WO_00232,APU_020,2024-10-10 22:41:00,Inspection,Pressure Leak,PART_0055,TECH_0305,3.06,672.53,Completed
WO_00233,APU_008,2024-02-07 18:38:00,Preventive,Dryer Valve Fault,PART_0115,TECH_0233,2.79,475.05,Monitoring
WO_00234,APU_008,2024-07-15 02:08:00,Corrective,Dryer Valve Fault,PART_0025,TECH_0305,1.9,348.82,Monitoring
WO_00235,APU_027,2025-04-06 07:56:00,Inspection,Pressure Leak,PART_0127,TECH_0007,8.84,1025.7,Completed
WO_00236,APU_049,2025-02-07 22:12:00,Corrective,Reservoir Pressure Fluctuation,PART_0076,TECH_0272,3.85,302.94,Completed
WO_00237,APU_024,2025-01-28 12:52:00,Corrective,Abnormal Motor Current,PART_0093,TECH_0204,0.89,270.81,Monitoring
WO_00238,APU_001,2025-08-14 17:58:00,Corrective,Pressure Leak,PART_0253,TECH_0282,3.01,388.71,Completed
WO_00239,APU_018,2025-03-11 08:29:00,Preventive,Low Pressure Switch Fault,PART_0152,TECH_0340,1.89,476.37,Completed
WO_00240,APU_003,2024-04-27 12:57:00,Preventive,Compressor Cycling,PART_0041,TECH_0266,4.34,944.62,Completed
WO_00241,APU_028,2024-06-02 12:52:00,Inspection,Compressor Cycling,PART_0293,TECH_0288,1.76,444.84,Completed
WO_00242,APU_018,2024-06-28 01:54:00,Inspection,Low Pressure Switch Fault,PART_0188,TECH_0308,2.55,469.61,Completed
WO_00243,APU_045,2024-04-07 09:01:00,Corrective,Pressure Leak,PART_0001,TECH_0454,3.59,187.88,Completed
WO_00244,APU_036,2025-05-22 04:02:00,Preventive,Dryer Valve Fault,PART_0277,TECH_0391,4.38,1005.19,Completed
WO_00245,APU_043,2024-11-20 04:01:00,Corrective,Pressure Leak,PART_0055,TECH_0333,1.4,660.67,Completed
WO_00246,APU_012,2025-09-03 01:08:00,Inspection,Dryer Valve Fault,PART_0007,TECH_0119,2.26,715.43,Monitoring
WO_00247,APU_015,2025-06-25 03:23:00,Preventive,Pressure Leak,PART_0001,TECH_0273,2.09,205.73,Completed
WO_00248,APU_040,2025-03-31 06:48:00,Corrective,High Oil Temperature,PART_0164,TECH_0211,1.9,136.06,Completed
WO_00249,APU_018,2024-12-24 20:57:00,Preventive,Pressure Leak,PART_0109,TECH_0003,7.18,451.37,Monitoring
WO_00250,APU_018,2025-02-18 09:46:00,Corrective,High Oil Temperature,PART_0290,TECH_0496,3.4,825.13,Completed
WO_00251,APU_038,2024-04-03 09:16:00,Preventive,High Oil Temperature,PART_0038,TECH_0114,1.36,252.63,Completed
WO_00252,APU_013,2025-09-09 06:03:00,Preventive,Compressor Cycling,PART_0005,TECH_0488,4.5,325.85,Monitoring
WO_00253,APU_028,2025-04-11 17:41:00,Inspection,Pressure Leak,PART_0019,TECH_0311,8.73,1188.29,Completed
WO_00254,APU_044,2025-01-12 09:51:00,Preventive,High Oil Temperature,PART_0254,TECH_0496,4.8,713.42,Completed
WO_00255,APU_018,2024-11-01 21:07:00,Corrective,Pressure Leak,PART_0253,TECH_0302,1.18,226.67,Completed
WO_00256,APU_048,2024-06-13 07:08:00,Corrective,Pressure Leak,PART_0235,TECH_0059,2.08,455.77,Completed
WO_00257,APU_005,2025-03-31 20:03:00,Preventive,Compressor Cycling,PART_0059,TECH_0033,5.46,1164.67,Completed
WO_00258,APU_016,2024-03-19 12:39:00,Preventive,Compressor Cycling,PART_0275,TECH_0228,1.84,378.14,Completed
WO_00259,APU_005,2025-07-18 21:12:00,Preventive,Reservoir Pressure Fluctuation,PART_0256,TECH_0100,3.47,503.42,Completed
WO_00260,APU_003,2024-10-01 19:27:00,Corrective,Pressure Leak,PART_0181,TECH_0051,4.16,1057.65,Monitoring
WO_00261,APU_020,2025-03-20 17:25:00,Corrective,Pressure Leak,PART_0235,TECH_0051,1.63,352.95,Completed
WO_00262,APU_025,2024-10-19 11:55:00,Preventive,Compressor Cycling,PART_0059,TECH_0376,2.63,965.24,Completed
WO_00263,APU_025,2024-12-04 00:38:00,Inspection,Low Pressure Switch Fault,PART_0242,TECH_0071,0.5,711.51,Completed
WO_00264,APU_034,2024-08-26 23:36:00,Preventive,Low Pressure Switch Fault,PART_0116,TECH_0088,1.55,616.07,Completed
WO_00265,APU_037,2024-04-01 17:41:00,Corrective,Reservoir Pressure Fluctuation,PART_0292,TECH_0220,2.37,291.46,Monitoring
WO_00266,APU_016,2024-04-10 06:00:00,Preventive,Abnormal Motor Current,PART_0021,TECH_0044,1.37,844.44,Completed
WO_00267,APU_038,2025-01-29 01:10:00,Preventive,Compressor Cycling,PART_0077,TECH_0123,6.67,970.7,Completed
WO_00268,APU_001,2025-01-11 23:07:00,Preventive,Oil Level Warning,PART_0078,TECH_0048,1.24,466.94,Completed
WO_00269,APU_023,2024-05-22 06:59:00,Corrective,Dryer Valve Fault,PART_0115,TECH_0178,2.13,430.66,Monitoring
WO_00270,APU_039,2025-05-19 04:48:00,Corrective,Low Pressure Switch Fault,PART_0188,TECH_0303,2.92,545.66,Completed
WO_00271,APU_030,2025-07-28 16:07:00,Corrective,High Oil Temperature,PART_0020,TECH_0496,6.01,1129.51,Completed
WO_00272,APU_030,2025-03-30 07:47:00,Preventive,Reservoir Pressure Fluctuation,PART_0112,TECH_0207,1.23,677.76,Completed
WO_00273,APU_014,2024-10-18 11:58:00,Corrective,Dryer Valve Fault,PART_0097,TECH_0003,5.15,974.21,Completed
WO_00274,APU_010,2024-07-30 14:11:00,Inspection,High Oil Temperature,PART_0254,TECH_0183,2.73,640.4,Completed
WO_00275,APU_002,2024-05-24 23:55:00,Inspection,Pressure Leak,PART_0109,TECH_0277,1.58,198.73,Completed
WO_00276,APU_036,2024-06-28 02:32:00,Preventive,Oil Level Warning,PART_0096,TECH_0169,3.5,435.13,Completed
WO_00277,APU_044,2024-04-09 22:30:00,Corrective,Pressure Leak,PART_0217,TECH_0111,3.03,281.56,Monitoring
WO_00278,APU_024,2025-08-12 10:49:00,Inspection,Reservoir Pressure Fluctuation,PART_0202,TECH_0169,1.95,651.57,Monitoring
WO_00279,APU_008,2024-04-15 04:08:00,Corrective,High Oil Temperature,PART_0074,TECH_0174,2.82,590.49,Completed
WO_00280,APU_039,2024-11-08 18:45:00,Preventive,Oil Level Warning,PART_0132,TECH_0040,2.2,589.83,Completed
WO_00281,APU_021,2024-06-28 23:38:00,Inspection,Abnormal Motor Current,PART_0021,TECH_0237,2.89,1015.02,Monitoring
WO_00282,APU_047,2024-02-29 06:42:00,Corrective,Reservoir Pressure Fluctuation,PART_0274,TECH_0069,3.91,1052.66,Completed
WO_00283,APU_034,2024-12-04 01:39:00,Corrective,Low Pressure Switch Fault,PART_0098,TECH_0283,6.5,830.78,Monitoring
WO_00284,APU_031,2024-07-14 09:30:00,Inspection,Low Pressure Switch Fault,PART_0224,TECH_0024,1.38,235.56,Monitoring
WO_00285,APU_026,2024-06-08 04:12:00,Preventive,Reservoir Pressure Fluctuation,PART_0166,TECH_0346,8.79,1134.97,Completed
WO_00286,APU_036,2024-03-02 17:16:00,Corrective,Compressor Cycling,PART_0077,TECH_0063,0.93,626.93,Completed
WO_00287,APU_030,2025-01-08 00:25:00,Corrective,Pressure Leak,PART_0181,TECH_0423,2.5,893.15,Completed
WO_00288,APU_021,2024-07-17 19:21:00,Corrective,Low Pressure Switch Fault,PART_0224,TECH_0019,3.76,338.32,Completed
WO_00289,APU_006,2024-08-02 11:04:00,Corrective,Oil Level Warning,PART_0294,TECH_0478,3.17,547.45,Completed
WO_00290,APU_007,2024-03-27 08:28:00,Corrective,Reservoir Pressure Fluctuation,PART_0040,TECH_0316,1.93,903.71,Completed
WO_00291,APU_017,2024-08-08 10:20:00,Inspection,Oil Level Warning,PART_0150,TECH_0163,2.42,720.94,Completed
WO_00292,APU_050,2024-08-06 01:41:00,Corrective,Pressure Leak,PART_0163,TECH_0328,2.07,233.88,Monitoring
WO_00293,APU_031,2025-04-21 07:04:00,Corrective,Pressure Leak,PART_0289,TECH_0144,1.97,380.8,Completed
WO_00294,APU_015,2025-01-10 14:42:00,Corrective,Low Pressure Switch Fault,PART_0260,TECH_0420,4.34,1119.01,Completed
WO_00295,APU_050,2025-05-23 05:24:00,Inspection,Dryer Valve Fault,PART_0241,TECH_0197,3.31,931.3,Completed
WO_00296,APU_009,2025-02-24 12:41:00,Corrective,Oil Level Warning,PART_0078,TECH_0253,1.86,561.65,Completed
WO_00297,APU_015,2024-11-01 05:07:00,Preventive,Oil Level Warning,PART_0240,TECH_0345,4.46,862.88,Completed
WO_00298,APU_038,2024-01-17 22:08:00,Inspection,Oil Level Warning,PART_0024,TECH_0109,3.22,486.05,Completed
WO_00299,APU_025,2024-05-28 16:44:00,Corrective,Dryer Valve Fault,PART_0223,TECH_0051,4.25,515.22,Completed
WO_00300,APU_037,2024-11-24 19:09:00,Preventive,Oil Level Warning,PART_0168,TECH_0072,3.84,511.94,Completed
WO_00301,APU_045,2025-03-15 08:32:00,Corrective,Pressure Leak,PART_0271,TECH_0013,1.72,227.02,Monitoring
WO_00302,APU_014,2024-06-18 16:39:00,Corrective,Compressor Cycling,PART_0167,TECH_0482,2.0,288.81,Completed
WO_00303,APU_021,2024-10-26 04:19:00,Corrective,Abnormal Motor Current,PART_0219,TECH_0133,4.1,826.23,Monitoring
WO_00304,APU_048,2024-02-20 01:43:00,Corrective,Low Pressure Switch Fault,PART_0224,TECH_0167,3.8,330.65,Monitoring
WO_00305,APU_011,2025-03-15 14:35:00,Preventive,Low Pressure Switch Fault,PART_0170,TECH_0164,2.69,325.84,Completed
WO_00306,APU_001,2024-04-13 21:43:00,Preventive,Reservoir Pressure Fluctuation,PART_0256,TECH_0069,2.9,494.53,Completed
WO_00307,APU_037,2024-12-23 12:07:00,Preventive,Oil Level Warning,PART_0258,TECH_0422,5.49,580.88,Completed
WO_00308,APU_023,2025-05-24 22:55:00,Preventive,Low Pressure Switch Fault,PART_0170,TECH_0355,1.96,292.79,Completed
WO_00309,APU_016,2024-05-10 18:21:00,Preventive,Dryer Valve Fault,PART_0241,TECH_0449,3.67,941.89,Completed
WO_00310,APU_045,2024-02-01 19:05:00,Preventive,Dryer Valve Fault,PART_0133,TECH_0151,2.43,417.53,Completed
WO_00311,APU_045,2025-06-13 01:10:00,Preventive,High Oil Temperature,PART_0110,TECH_0496,2.41,740.78,Completed
WO_00312,APU_005,2025-07-04 01:31:00,Corrective,Oil Level Warning,PART_0060,TECH_0456,4.97,660.91,Monitoring
WO_00313,APU_017,2024-05-31 00:05:00,Corrective,Abnormal Motor Current,PART_0291,TECH_0037,4.28,826.4,Monitoring
WO_00314,APU_022,2025-06-27 04:33:00,Corrective,Dryer Valve Fault,PART_0223,TECH_0171,4.25,485.93,Completed
WO_00315,APU_021,2025-05-03 02:15:00,Corrective,Abnormal Motor Current,PART_0255,TECH_0450,5.57,522.57,Completed
WO_00316,APU_009,2024-12-08 19:36:00,Corrective,Low Pressure Switch Fault,PART_0152,TECH_0135,2.75,435.5,Completed
WO_00317,APU_019,2024-03-31 09:42:00,Preventive,Abnormal Motor Current,PART_0219,TECH_0140,3.96,633.82,Completed
WO_00318,APU_029,2024-09-17 18:01:00,Inspection,Abnormal Motor Current,PART_0093,TECH_0184,2.29,377.69,Completed
WO_00319,APU_045,2024-02-04 18:35:00,Corrective,Low Pressure Switch Fault,PART_0296,TECH_0087,3.25,346.82,Completed
WO_00320,APU_004,2025-07-16 10:50:00,Corrective,Pressure Leak,PART_0217,TECH_0178,2.53,330.29,Completed
WO_00321,APU_006,2024-01-12 16:17:00,Corrective,Reservoir Pressure Fluctuation,PART_0238,TECH_0027,2.87,793.68,Completed
WO_00322,APU_015,2024-03-11 08:15:00,Corrective,High Oil Temperature,PART_0092,TECH_0153,3.77,496.89,Completed
WO_00323,APU_036,2025-04-01 09:53:00,Corrective,Oil Level Warning,PART_0114,TECH_0177,1.73,518.72,Monitoring
WO_00324,APU_015,2024-06-04 16:04:00,Corrective,High Oil Temperature,PART_0056,TECH_0355,8.59,814.86,Completed
WO_00325,APU_025,2024-06-03 22:23:00,Preventive,Pressure Leak,PART_0253,TECH_0217,1.56,244.82,Completed
WO_00326,APU_005,2024-06-08 03:37:00,Corrective,Pressure Leak,PART_0235,TECH_0287,1.39,389.59,Completed
WO_00327,APU_017,2024-03-09 23:46:00,Inspection,Abnormal Motor Current,PART_0183,TECH_0349,5.14,916.12,Completed
WO_00328,APU_012,2025-04-07 15:36:00,Corrective,Oil Level Warning,PART_0186,TECH_0440,4.2,1003.65,Monitoring
WO_00329,APU_033,2025-04-11 11:09:00,Inspection,Dryer Valve Fault,PART_0133,TECH_0472,3.83,545.77,Completed
WO_00330,APU_040,2025-07-06 15:27:00,Corrective,Pressure Leak,PART_0055,TECH_0301,3.84,723.42,Completed
WO_00331,APU_004,2024-04-10 03:57:00,Corrective,High Oil Temperature,PART_0200,TECH_0497,2.7,392.95,Completed
WO_00332,APU_016,2025-06-12 03:41:00,Corrective,Pressure Leak,PART_0253,TECH_0314,1.66,254.31,Completed
WO_00333,APU_042,2025-08-14 19:08:00,Preventive,Dryer Valve Fault,PART_0169,TECH_0013,2.83,809.62,Completed
WO_00334,APU_014,2025-01-27 17:09:00,Preventive,Reservoir Pressure Fluctuation,PART_0022,TECH_0211,1.87,634.97,Completed
WO_00335,APU_034,2024-08-22 05:00:00,Corrective,Dryer Valve Fault,PART_0097,TECH_0432,4.65,1009.7,Monitoring
WO_00336,APU_013,2024-02-07 22:38:00,Corrective,High Oil Temperature,PART_0074,TECH_0195,2.51,568.37,Completed
WO_00337,APU_033,2024-02-26 22:01:00,Preventive,Reservoir Pressure Fluctuation,PART_0238,TECH_0381,1.73,638.76,Completed
WO_00338,APU_012,2025-03-17 04:01:00,Corrective,Dryer Valve Fault,PART_0133,TECH_0287,2.28,411.55,Completed
WO_00339,APU_031,2024-02-28 06:22:00,Corrective,Compressor Cycling,PART_0203,TECH_0369,3.41,372.31,Monitoring
WO_00340,APU_049,2024-04-23 12:10:00,Corrective,Dryer Valve Fault,PART_0277,TECH_0012,1.99,879.5,Completed
WO_00341,APU_039,2025-01-26 04:12:00,Corrective,Compressor Cycling,PART_0077,TECH_0149,1.73,663.47,Monitoring
WO_00342,APU_025,2025-02-13 08:08:00,Preventive,Compressor Cycling,PART_0275,TECH_0055,3.11,386.2,Completed
WO_00343,APU_013,2024-01-04 01:03:00,Corrective,Abnormal Motor Current,PART_0003,TECH_0481,3.11,298.32,Monitoring
WO_00344,APU_026,2025-06-24 10:46:00,Preventive,Dryer Valve Fault,PART_0205,TECH_0380,2.06,391.56,Completed
WO_00345,APU_003,2024-03-31 15:24:00,Corrective,Dryer Valve Fault,PART_0223,TECH_0156,2.1,346.78,Completed
WO_00346,APU_033,2025-05-31 08:55:00,Preventive,Oil Level Warning,PART_0276,TECH_0324,3.09,515.75,Monitoring
WO_00347,APU_016,2024-12-13 20:51:00,Preventive,Reservoir Pressure Fluctuation,PART_0022,TECH_0316,1.23,576.43,Completed
WO_00348,APU_039,2024-11-27 15:55:00,Preventive,Compressor Cycling,PART_0077,TECH_0239,1.25,639.87,Completed
WO_00349,APU_008,2025-07-15 09:42:00,Preventive,Pressure Leak,PART_0037,TECH_0380,1.83,824.96,Completed
WO_00350,APU_028,2024-04-30 17:58:00,Corrective,Reservoir Pressure Fluctuation,PART_0238,TECH_0218,2.42,719.68,Monitoring
WO_00351,APU_047,2024-10-26 17:23:00,Preventive,Compressor Cycling,PART_0041,TECH_0072,3.23,989.04,Completed
WO_00352,APU_018,2025-06-29 05:00:00,Corrective,Abnormal Motor Current,PART_0111,TECH_0357,6.12,708.28,Completed
WO_00353,APU_001,2024-03-11 12:56:00,Preventive,Low Pressure Switch Fault,PART_0044,TECH_0377,4.36,433.39,Monitoring
WO_00354,APU_012,2024-09-29 19:30:00,Corrective,Abnormal Motor Current,PART_0093,TECH_0107,2.49,327.54,Completed
WO_00355,APU_037,2025-08-16 00:09:00,Preventive,Low Pressure Switch Fault,PART_0116,TECH_0151,2.69,675.04,Completed
WO_00356,APU_027,2024-11-16 22:19:00,Corrective,Compressor Cycling,PART_0059,TECH_0143,1.57,903.76,Completed
WO_00357,APU_005,2024-09-06 03:32:00,Preventive,Compressor Cycling,PART_0005,TECH_0223,2.69,188.53,Completed
WO_00358,APU_004,2024-07-12 18:05:00,Corrective,Pressure Leak,PART_0001,TECH_0030,2.32,153.89,Completed
WO_00359,APU_039,2025-01-13 16:57:00,Corrective,Dryer Valve Fault,PART_0151,TECH_0461,3.25,450.83,Monitoring
WO_00360,APU_024,2025-05-11 12:22:00,Inspection,Oil Level Warning,PART_0186,TECH_0255,1.72,972.92,Monitoring
WO_00361,APU_040,2024-02-11 16:22:00,Corrective,Dryer Valve Fault,PART_0205,TECH_0314,3.62,541.67,Monitoring
WO_00362,APU_002,2025-03-14 07:07:00,Preventive,Abnormal Motor Current,PART_0057,TECH_0237,6.32,1064.92,Completed
WO_00363,APU_029,2025-03-26 06:28:00,Corrective,Oil Level Warning,PART_0276,TECH_0478,2.56,442.48,Completed
WO_00364,APU_041,2024-09-19 07:02:00,Corrective,Pressure Leak,PART_0019,TECH_0313,3.39,927.49,Monitoring
WO_00365,APU_048,2025-03-22 01:49:00,Inspection,Dryer Valve Fault,PART_0043,TECH_0331,3.97,325.96,Monitoring
WO_00366,APU_047,2024-10-07 05:53:00,Inspection,High Oil Temperature,PART_0164,TECH_0183,2.18,201.21,Completed
WO_00367,APU_032,2025-08-03 05:27:00,Inspection,Abnormal Motor Current,PART_0039,TECH_0271,3.07,416.69,Monitoring
WO_00368,APU_029,2024-03-25 05:37:00,Corrective,Abnormal Motor Current,PART_0273,TECH_0201,2.74,549.94,Completed
WO_00369,APU_028,2025-06-05 04:54:00,Corrective,High Oil Temperature,PART_0002,TECH_0151,2.87,394.54,Monitoring
WO_00370,APU_015,2025-06-07 16:29:00,Preventive,Compressor Cycling,PART_0149,TECH_0431,1.78,640.61,Completed
WO_00371,APU_006,2025-08-02 07:04:00,Preventive,Low Pressure Switch Fault,PART_0188,TECH_0189,2.76,578.7,Completed
WO_00372,APU_025,2025-06-06 10:13:00,Corrective,Oil Level Warning,PART_0222,TECH_0376,3.57,1123.14,Completed
WO_00373,APU_006,2024-03-22 02:33:00,Inspection,Compressor Cycling,PART_0041,TECH_0314,6.04,1208.31,Completed
WO_00374,APU_009,2025-09-13 09:01:00,Corrective,Oil Level Warning,PART_0186,TECH_0327,4.61,1136.8,Completed
WO_00375,APU_025,2024-11-04 12:40:00,Inspection,Reservoir Pressure Fluctuation,PART_0184,TECH_0320,8.88,1093.99,Completed
WO_00376,APU_007,2024-10-14 20:35:00,Corrective,Reservoir Pressure Fluctuation,PART_0004,TECH_0431,1.78,623.78,Completed
WO_00377,APU_032,2025-05-10 03:31:00,Corrective,Reservoir Pressure Fluctuation,PART_0256,TECH_0146,4.39,559.14,Completed
WO_00378,APU_020,2024-12-31 19:41:00,Preventive,Oil Level Warning,PART_0060,TECH_0220,3.01,551.86,Monitoring
WO_00379,APU_032,2024-07-31 06:14:00,Corrective,Reservoir Pressure Fluctuation,PART_0220,TECH_0064,9.06,1538.51,Completed
WO_00380,APU_045,2025-06-19 17:44:00,Preventive,Reservoir Pressure Fluctuation,PART_0022,TECH_0174,1.74,630.02,Completed
WO_00381,APU_002,2025-02-02 23:59:00,Corrective,Abnormal Motor Current,PART_0219,TECH_0307,1.71,575.83,Completed
WO_00382,APU_026,2024-02-22 07:12:00,Inspection,Dryer Valve Fault,PART_0295,TECH_0277,1.95,478.39,Monitoring
WO_00383,APU_009,2024-08-23 12:08:00,Corrective,High Oil Temperature,PART_0020,TECH_0303,0.85,902.43,Completed
WO_00384,APU_045,2024-12-17 07:16:00,Preventive,Low Pressure Switch Fault,PART_0170,TECH_0122,2.04,256.91,Completed
WO_00385,APU_024,2025-06-12 15:01:00,Inspection,Pressure Leak,PART_0055,TECH_0139,1.79,639.98,Completed
WO_00386,APU_007,2024-09-15 22:16:00,Corrective,Pressure Leak,PART_0271,TECH_0162,2.95,393.41,Completed
WO_00387,APU_010,2025-04-01 13:08:00,Corrective,Dryer Valve Fault,PART_0223,TECH_0237,3.28,373.26,Monitoring
WO_00388,APU_045,2025-03-10 02:34:00,Inspection,Compressor Cycling,PART_0095,TECH_0354,7.63,779.21,Completed
WO_00389,APU_042,2024-10-05 05:41:00,Corrective,Low Pressure Switch Fault,PART_0152,TECH_0399,4.58,560.21,Completed
WO_00390,APU_032,2025-04-12 01:26:00,Preventive,High Oil Temperature,PART_0290,TECH_0212,1.98,748.73,Monitoring
WO_00391,APU_045,2025-06-26 18:05:00,Inspection,Compressor Cycling,PART_0059,TECH_0157,1.66,932.51,Monitoring
WO_00392,APU_037,2024-04-01 04:39:00,Inspection,Compressor Cycling,PART_0059,TECH_0298,3.56,978.44,Completed
WO_00393,APU_045,2024-01-15 09:05:00,Corrective,Dryer Valve Fault,PART_0223,TECH_0498,1.32,331.34,Completed
WO_00394,APU_043,2024-03-26 10:25:00,Corrective,Reservoir Pressure Fluctuation,PART_0094,TECH_0487,7.44,807.59,Monitoring
WO_00395,APU_008,2024-01-29 12:04:00,Corrective,Oil Level Warning,PART_0078,TECH_0173,5.2,760.51,Completed
WO_00396,APU_006,2024-03-31 19:35:00,Corrective,Pressure Leak,PART_0289,TECH_0286,2.1,338.27,Monitoring
WO_00397,APU_016,2024-08-06 21:21:00,Corrective,Pressure Leak,PART_0019,TECH_0487,1.06,778.97,Monitoring
WO_00398,APU_037,2024-12-23 03:06:00,Corrective,Abnormal Motor Current,PART_0183,TECH_0318,5.72,935.57,Completed
WO_00399,APU_016,2024-01-27 17:58:00,Preventive,Pressure Leak,PART_0109,TECH_0131,2.55,257.13,Completed
WO_00400,APU_038,2024-09-18 11:07:00,Corrective,Reservoir Pressure Fluctuation,PART_0148,TECH_0125,5.37,1066.77,Completed
WO_00401,APU_025,2025-04-18 03:32:00,Inspection,Compressor Cycling,PART_0095,TECH_0370,1.13,281.49,Monitoring
WO_00402,APU_035,2024-05-28 09:00:00,Preventive,Abnormal Motor Current,PART_0039,TECH_0223,1.95,346.77,Completed
WO_00403,APU_037,2025-04-23 15:27:00,Corrective,Oil Level Warning,PART_0294,TECH_0132,2.73,502.7,Monitoring
