cost_id,work_order_id,machine_id,repair_cost_usd,downtime_cost_per_hour_usd,downtime_cost_usd,total_impact_usd
COST_00392,WO_00392,APU_037,978.44,657.71,2341.45,3319.89
COST_00393,WO_00393,APU_045,331.34,1124.46,1484.29,1815.63
COST_00394,WO_00394,APU_043,807.59,866.98,6450.33,7257.92
COST_00395,WO_00395,APU_008,760.51,568.1,2954.12,3714.63
COST_00396,WO_00396,APU_006,338.27,493.47,1036.29,1374.56
COST_00397,WO_00397,APU_016,778.97,1472.79,1561.16,2340.13
COST_00398,WO_00398,APU_037,935.57,1289.68,7376.97,8312.54
COST_00399,WO_00399,APU_016,257.13,1675.36,4272.17,4529.3
COST_00400,WO_00400,APU_038,1066.77,1505.13,8082.55,9149.32
COST_00401,WO_00401,APU_025,281.49,1686.02,1905.2,2186.69
COST_00402,WO_00402,APU_035,346.77,1265.41,2467.55,2814.32
COST_00403,WO_00403,APU_037,502.7,1292.17,3527.62,4030.32
COST_00404,WO_00404,APU_002,434.55,1032.61,2880.98,3315.53
COST_00405,WO_00405,APU_022,357.96,1478.5,3134.42,3492.38
COST_00406,WO_00406,APU_018,920.11,1735.08,6645.36,7565.47
COST_00407,WO_00407,APU_012,107.37,712.6,1076.03,1183.4
COST_00408,WO_00408,APU_039,775.16,1057.13,2653.4,3428.56
COST_00409,WO_00409,APU_048,1041.26,710.79,2061.29,3102.55
COST_00410,WO_00410,APU_010,646.87,983.97,3552.13,4199.0
COST_00411,WO_00411,APU_044,728.77,763.05,3067.46,3796.23
COST_00412,WO_00412,APU_018,378.83,317.68,463.81,842.64
COST_00413,WO_00413,APU_050,147.51,1575.34,1843.15,1990.66
COST_00414,WO_00414,APU_037,525.74,1020.57,5602.93,6128.67
COST_00415,WO_00415,APU_044,223.75,1619.93,5280.97,5504.72
COST_00416,WO_00416,APU_001,399.75,633.82,1140.88,1540.63
COST_00417,WO_00417,APU_048,583.45,1587.82,10130.29,10713.74
COST_00418,WO_00418,APU_005,253.95,1658.51,4809.68,5063.63
COST_00419,WO_00419,APU_011,1030.74,1095.82,5698.26,6729.0
COST_00420,WO_00420,APU_020,340.55,1577.59,4448.8,4789.35
COST_00421,WO_00421,APU_020,856.54,1365.33,11523.39,12379.93
COST_00422,WO_00422,APU_023,541.48,1033.96,7382.47,7923.95
COST_00423,WO_00423,APU_026,209.9,1696.65,4021.06,4230.96
COST_00424,WO_00424,APU_008,924.96,1165.92,5409.87,6334.83
COST_00425,WO_00425,APU_024,577.93,587.11,2277.99,2855.92
COST_00426,WO_00426,APU_029,700.97,1145.6,6610.11,7311.08
COST_00427,WO_00427,APU_046,375.27,667.92,1068.67,1443.94
COST_00428,WO_00428,APU_003,705.97,1183.58,4686.98,5392.95
COST_00429,WO_00429,APU_032,983.6,1161.9,5658.45,6642.05
COST_00430,WO_00430,APU_009,653.64,655.8,675.47,1329.11
COST_00431,WO_00431,APU_004,548.12,481.5,683.73,1231.85
COST_00432,WO_00432,APU_019,807.27,1162.01,1034.19,1841.46
COST_00433,WO_00433,APU_016,741.41,1119.71,2620.12,3361.53
COST_00434,WO_00434,APU_031,862.68,1676.92,6757.99,7620.67
COST_00435,WO_00435,APU_008,1079.33,1235.88,7674.81,8754.14
COST_00436,WO_00436,APU_002,493.84,1558.89,4411.66,4905.5
COST_00437,WO_00437,APU_015,804.8,468.51,3120.28,3925.08
COST_00438,WO_00438,APU_008,292.89,1192.96,1515.06,1807.95
COST_00439,WO_00439,APU_004,388.85,1792.38,1917.85,2306.7
COST_00440,WO_00440,APU_031,959.34,1740.99,4596.21,5555.55
COST_00441,WO_00441,APU_020,528.82,1278.3,4295.09,4823.91
COST_00442,WO_00442,APU_024,831.81,1205.77,3219.41,4051.22
COST_00443,WO_00443,APU_038,868.6,410.87,357.46,1226.06
COST_00444,WO_00444,APU_038,311.57,1535.56,3977.1,4288.67
COST_00445,WO_00445,APU_020,382.03,1121.76,1491.94,1873.97
COST_00446,WO_00446,APU_027,1012.22,1581.03,6213.45,7225.67
COST_00447,WO_00447,APU_028,516.31,599.56,1996.53,2512.84
COST_00448,WO_00448,APU_039,161.6,1693.92,2744.15,2905.75
COST_00449,WO_00449,APU_032,471.33,1017.65,2086.18,2557.51
COST_00450,WO_00450,APU_026,327.37,745.26,1132.8,1460.17
COST_00451,WO_00451,APU_033,352.69,841.28,2212.57,2565.26
COST_00452,WO_00452,APU_036,387.66,1638.15,7535.49,7923.15
COST_00453,WO_00453,APU_018,460.79,1129.31,1784.31,2245.1
COST_00454,WO_00454,APU_001,442.32,915.68,3287.29,3729.61
COST_00455,WO_00455,APU_027,208.98,670.16,1360.42,1569.4
COST_00456,WO_00456,APU_015,634.99,1123.62,1977.57,2612.56
COST_00457,WO_00457,APU_042,390.32,747.08,1912.52,2302.84
COST_00458,WO_00458,APU_029,120.4,352.8,543.31,663.71
COST_00459,WO_00459,APU_030,342.71,677.19,1354.38,1697.09
COST_00460,WO_00460,APU_002,323.15,1396.63,1969.25,2292.4
COST_00461,WO_00461,APU_010,957.77,700.95,5614.61,6572.38
COST_00462,WO_00462,APU_047,645.27,898.64,2489.23,3134.5
COST_00463,WO_00463,APU_001,940.95,625.99,1158.08,2099.03
COST_00464,WO_00464,APU_001,781.2,397.6,1216.66,1997.86
COST_00465,WO_00465,APU_049,1022.14,1686.92,4318.52,5340.66
COST_00466,WO_00466,APU_035,476.64,388.3,935.8,1412.44
COST_00467,WO_00467,APU_033,628.76,1420.36,5411.57,6040.33
COST_00468,WO_00468,APU_025,459.77,497.17,2048.34,2508.11
COST_00469,WO_00469,APU_032,456.7,1064.74,2161.42,2618.12
COST_00470,WO_00470,APU_040,536.03,1256.94,2488.74,3024.77
COST_00471,WO_00471,APU_012,729.75,1437.35,3363.4,4093.15
COST_00472,WO_00472,APU_040,272.46,1115.06,858.6,1131.06
COST_00473,WO_00473,APU_017,991.51,378.94,447.15,1438.66
COST_00474,WO_00474,APU_010,666.8,985.1,5674.18,6340.98
COST_00475,WO_00475,APU_010,552.5,1305.28,8771.48,9323.98
COST_00476,WO_00476,APU_028,784.85,562.07,1332.11,2116.96
COST_00477,WO_00477,APU_027,956.46,1676.51,6253.38,7209.84
COST_00478,WO_00478,APU_006,949.23,393.11,1269.75,2218.98
COST_00479,WO_00479,APU_016,1412.58,1752.05,25895.3,27307.88
COST_00480,WO_00480,APU_008,1044.24,1228.3,6178.35,7222.59
COST_00481,WO_00481,APU_030,981.69,808.56,2045.66,3027.35
COST_00482,WO_00482,APU_045,580.12,1498.29,2412.25,2992.37
COST_00483,WO_00483,APU_004,362.38,1469.21,1645.52,2007.9
COST_00484,WO_00484,APU_010,342.82,1035.2,3147.01,3489.83
COST_00485,WO_00485,APU_049,550.31,328.12,587.33,1137.64
COST_00486,WO_00486,APU_027,445.36,831.0,1030.44,1475.8
COST_00487,WO_00487,APU_010,967.54,1655.96,3146.32,4113.86
COST_00488,WO_00488,APU_036,391.24,449.7,674.55,1065.79
COST_00489,WO_00489,APU_006,1062.94,643.65,4428.31,5491.25
COST_00490,WO_00490,APU_026,1092.09,1109.77,4894.09,5986.18
COST_00491,WO_00491,APU_011,390.28,520.12,1409.53,1799.81
COST_00492,WO_00492,APU_039,1130.44,1119.22,6860.82,7991.26
COST_00493,WO_00493,APU_014,286.84,633.94,1800.39,2087.23
COST_00494,WO_00494,APU_018,637.09,710.85,1201.34,1838.43
COST_00495,WO_00495,APU_006,1254.44,899.42,5648.36,6902.8
COST_00496,WO_00496,APU_049,914.32,797.47,2918.74,3833.06
COST_00497,WO_00497,APU_033,563.87,1478.41,2276.75,2840.62
COST_00498,WO_00498,APU_011,239.6,1424.7,3490.52,3730.12
COST_00499,WO_00499,APU_044,201.05,812.81,1365.52,1566.57
COST_00500,WO_00500,APU_009,248.15,1333.94,1694.1,1942.25
COST_00501,WO_00501,APU_016,388.39,1462.08,6608.6,6996.99
COST_00502,WO_00502,APU_010,546.16,844.31,6560.29,7106.45
COST_00503,WO_00503,APU_011,559.99,918.15,1156.87,1716.86
COST_00504,WO_00504,APU_031,348.78,376.57,1393.31,1742.09
COST_00505,WO_00505,APU_024,272.16,1672.49,3177.73,3449.89
COST_00506,WO_00506,APU_024,434.99,1264.9,2630.99,3065.98
COST_00507,WO_00507,APU_044,784.58,1754.51,3438.84,4223.42
COST_00508,WO_00508,APU_019,487.94,1440.48,2434.41,2922.35
COST_00509,WO_00509,APU_023,571.54,559.6,1561.28,2132.82
COST_00510,WO_00510,APU_050,360.95,1373.58,2362.56,2723.51
COST_00511,WO_00511,APU_045,1037.17,1536.68,4840.54,5877.71
COST_00512,WO_00512,APU_010,721.26,438.7,1158.17,1879.43
COST_00513,WO_00513,APU_024,396.3,361.48,860.32,1256.62
COST_00514,WO_00514,APU_018,769.97,906.21,1495.25,2265.22
COST_00515,WO_00515,APU_046,956.98,524.47,1038.45,1995.43
COST_00516,WO_00516,APU_006,927.35,1566.13,6452.46,7379.81
COST_00517,WO_00517,APU_031,560.51,434.98,1557.23,2117.74
COST_00518,WO_00518,APU_036,242.78,864.49,1374.54,1617.32
COST_00519,WO_00519,APU_043,964.52,1646.81,4726.34,5690.86
COST_00520,WO_00520,APU_021,936.37,1673.49,6878.04,7814.41
COST_00521,WO_00521,APU_041,593.24,333.83,363.87,957.11
COST_00522,WO_00522,APU_039,447.12,1364.31,5007.02,5454.14
COST_00523,WO_00523,APU_024,458.23,1025.81,1938.78,2397.01
COST_00524,WO_00524,APU_027,564.94,642.62,2390.55,2955.49
COST_00525,WO_00525,APU_012,573.66,1596.27,2857.32,3430.98
COST_00526,WO_00526,APU_019,813.66,1161.39,1173.0,1986.66
COST_00527,WO_00527,APU_007,205.38,1347.37,1495.58,1700.96
COST_00528,WO_00528,APU_033,754.17,636.73,1776.48,2530.65
COST_00529,WO_00529,APU_008,898.99,557.43,1750.33,2649.32
COST_00530,WO_00530,APU_042,388.16,592.75,978.04,1366.2
COST_00531,WO_00531,APU_043,476.86,999.0,3856.14,4333.0
COST_00532,WO_00532,APU_001,283.14,997.4,1087.17,1370.31
COST_00533,WO_00533,APU_011,701.17,486.73,1275.23,1976.4
COST_00534,WO_00534,APU_037,316.58,1426.58,1997.21,2313.79
COST_00535,WO_00535,APU_028,657.58,718.18,1364.54,2022.12
COST_00536,WO_00536,APU_036,366.85,786.75,2195.03,2561.88
COST_00537,WO_00537,APU_002,242.76,1470.21,2484.65,2727.41
COST_00538,WO_00538,APU_012,527.21,1571.37,3457.01,3984.22
COST_00539,WO_00539,APU_043,880.3,1185.48,5607.32,6487.62
COST_00540,WO_00540,APU_030,458.66,1625.08,3217.66,3676.32
COST_00541,WO_00541,APU_005,492.93,378.94,1629.44,2122.37
COST_00542,WO_00542,APU_005,203.35,1764.89,2576.74,2780.09
COST_00543,WO_00543,APU_011,455.97,1035.64,3769.73,4225.7
COST_00544,WO_00544,APU_022,570.5,1694.34,10182.98,10753.48
COST_00545,WO_00545,APU_039,528.03,355.07,248.55,776.58
COST_00546,WO_00546,APU_014,255.48,1199.7,2099.47,2354.95
COST_00547,WO_00547,APU_018,1010.03,895.24,3339.25,4349.28
COST_00548,WO_00548,APU_048,889.6,770.82,1873.09,2762.69
COST_00549,WO_00549,APU_012,627.31,1262.95,4205.62,4832.93
COST_00550,WO_00550,APU_014,575.03,389.68,759.88,1334.91
COST_00551,WO_00551,APU_040,982.09,1553.88,4428.56,5410.65
COST_00552,WO_00552,APU_011,330.45,1795.74,4489.35,4819.8
COST_00553,WO_00553,APU_002,992.48,1381.38,7141.73,8134.21
COST_00554,WO_00554,APU_014,390.66,1794.7,5617.41,6008.07
COST_00555,WO_00555,APU_045,1033.01,528.57,1728.42,2761.43
COST_00556,WO_00556,APU_025,693.99,1229.85,2668.77,3362.76
COST_00557,WO_00557,APU_044,900.24,873.16,1816.17,2716.41
COST_00558,WO_00558,APU_032,403.45,330.44,707.14,1110.59
COST_00559,WO_00559,APU_016,705.36,1493.62,5048.44,5753.8
COST_00560,WO_00560,APU_019,345.31,912.8,1971.65,2316.96
COST_00561,WO_00561,APU_042,1026.19,1715.59,5472.73,6498.92
COST_00562,WO_00562,APU_021,520.35,369.5,3144.44,3664.79
COST_00563,WO_00563,APU_026,525.0,897.98,3942.13,4467.13
COST_00564,WO_00564,APU_040,883.49,1153.08,2617.49,3500.98
COST_00565,WO_00565,APU_045,765.53,1308.5,6882.71,7648.24
COST_00566,WO_00566,APU_045,477.7,1078.09,2339.46,2817.16
COST_00567,WO_00567,APU_022,628.74,1165.59,1037.38,1666.12
COST_00568,WO_00568,APU_009,569.04,524.17,817.71,1386.75
COST_00569,WO_00569,APU_043,387.21,1742.09,1689.83,2077.04
COST_00570,WO_00570,APU_050,914.2,300.58,673.3,1587.5
COST_00571,WO_00571,APU_005,951.29,473.46,1302.01,2253.3
COST_00572,WO_00572,APU_032,946.12,1544.66,10550.03,11496.15
COST_00573,WO_00573,APU_046,711.58,429.7,1396.52,2108.1
COST_00574,WO_00574,APU_029,560.95,611.55,1473.84,2034.79
COST_00575,WO_00575,APU_011,859.91,433.7,1860.57,2720.48
COST_00576,WO_00576,APU_002,318.08,352.11,285.21,603.29
COST_00577,WO_00577,APU_017,1074.18,1343.66,4151.91,5226.09
COST_00578,WO_00578,APU_004,716.41,1238.72,5140.69,5857.1
COST_00579,WO_00579,APU_019,855.24,1149.46,1390.85,2246.09
COST_00580,WO_00580,APU_007,661.2,1538.73,7847.52,8508.72
COST_00581,WO_00581,APU_037,798.78,1176.8,3848.14,4646.92
COST_00582,WO_00582,APU_026,428.3,754.65,1630.04,2058.34
COST_00583,WO_00583,APU_041,497.52,396.08,1524.91,2022.43
COST_00584,WO_00584,APU_045,870.97,1776.27,16839.04,17710.01
COST_00585,WO_00585,APU_010,897.37,937.9,2813.7,3711.07
COST_00586,WO_00586,APU_011,421.23,1035.46,3230.64,3651.87
COST_00587,WO_00587,APU_031,628.28,1542.48,3254.63,3882.91
COST_00588,WO_00588,APU_049,628.57,1450.12,2465.2,3093.77
COST_00589,WO_00589,APU_048,520.32,762.24,3270.01,3790.33
COST_00590,WO_00590,APU_046,374.53,906.96,1541.83,1916.36
COST_00591,WO_00591,APU_027,362.17,1741.54,4928.56,5290.73
COST_00592,WO_00592,APU_014,1068.73,1535.6,3209.4,4278.13
COST_00593,WO_00593,APU_041,200.28,422.95,1497.24,1697.52
COST_00594,WO_00594,APU_026,701.69,1781.18,5824.46,6526.15
COST_00595,WO_00595,APU_028,696.38,1465.66,7049.82,7746.2
COST_00596,WO_00596,APU_030,236.91,851.62,1745.82,1982.73
COST_00597,WO_00597,APU_019,299.11,709.8,1660.93,1960.04
COST_00598,WO_00598,APU_032,145.11,1344.22,2137.31,2282.42
COST_00599,WO_00599,APU_009,357.22,1266.3,2697.22,3054.44
COST_00600,WO_00600,APU_046,654.38,728.05,2438.97,3093.35
COST_00601,WO_00601,APU_003,802.97,728.29,3000.55,3803.52
COST_00602,WO_00602,APU_007,749.78,390.18,639.9,1389.68
COST_00603,WO_00603,APU_044,463.61,553.52,2429.95,2893.56
COST_00604,WO_00604,APU_006,353.67,779.32,4465.5,4819.17
COST_00605,WO_00605,APU_009,663.92,472.66,1611.77,2275.69
COST_00606,WO_00606,APU_023,1527.03,503.16,3839.11,5366.14
COST_00607,WO_00607,APU_006,160.82,869.05,1546.91,1707.73
COST_00608,WO_00608,APU_040,137.62,1307.28,1790.97,1928.59
COST_00609,WO_00609,APU_030,305.1,467.14,476.48,781.58
COST_00610,WO_00610,APU_022,766.97,1256.7,7778.97,8545.94
COST_00611,WO_00611,APU_048,950.46,1741.04,6790.06,7740.52
COST_00612,WO_00612,APU_015,276.55,526.71,1390.51,1667.06
COST_00613,WO_00613,APU_040,675.45,1771.26,5614.89,6290.34
COST_00614,WO_00614,APU_016,428.22,729.69,1065.35,1493.57
COST_00615,WO_00615,APU_008,1001.77,1710.08,17836.13,18837.9
COST_00616,WO_00616,APU_043,961.09,1453.14,4243.17,5204.26
COST_00617,WO_00617,APU_011,775.72,756.82,2187.21,2962.93
COST_00618,WO_00618,APU_024,535.67,1097.11,4443.3,4978.97
COST_00619,WO_00619,APU_028,788.85,437.98,1550.45,2339.3
COST_00620,WO_00620,APU_003,292.25,1108.04,3401.68,3693.93
COST_00621,WO_00621,APU_047,463.78,1050.5,1848.88,2312.66
COST_00622,WO_00622,APU_046,988.13,1704.0,5998.08,6986.21
COST_00623,WO_00623,APU_030,976.82,386.83,2959.25,3936.07
COST_00624,WO_00624,APU_042,916.75,1665.82,9495.17,10411.92
COST_00625,WO_00625,APU_045,905.34,1410.31,9209.32,10114.66
COST_00626,WO_00626,APU_007,766.0,787.32,1614.01,2380.01
COST_00627,WO_00627,APU_007,905.12,951.44,1503.28,2408.4
COST_00628,WO_00628,APU_003,373.23,790.66,2008.28,2381.51
COST_00629,WO_00629,APU_021,315.78,308.6,864.08,1179.86
COST_00630,WO_00630,APU_017,502.99,1513.16,7505.27,8008.26
COST_00631,WO_00631,APU_006,533.96,454.66,486.49,1020.45
COST_00632,WO_00632,APU_050,1178.24,999.82,6298.87,7477.11
COST_00633,WO_00633,APU_014,1014.07,1298.7,3233.76,4247.83
COST_00634,WO_00634,APU_029,681.02,1380.15,2967.32,3648.34
COST_00635,WO_00635,APU_008,799.16,1299.12,2026.63,2825.79
COST_00636,WO_00636,APU_017,274.26,1213.24,1322.43,1596.69
COST_00637,WO_00637,APU_035,932.32,721.81,3082.13,4014.45
COST_00638,WO_00638,APU_017,306.06,1273.43,3603.81,3909.87
COST_00639,WO_00639,APU_009,811.95,918.67,1231.02,2042.97
COST_00640,WO_00640,APU_005,1008.87,847.59,1127.29,2136.16
COST_00641,WO_00641,APU_003,829.74,794.34,1795.21,2624.95
COST_00642,WO_00642,APU_002,905.86,1511.07,10290.39,11196.25
COST_00643,WO_00643,APU_004,306.27,631.56,1490.48,1796.75
COST_00644,WO_00644,APU_029,311.58,1634.26,1944.77,2256.35
COST_00645,WO_00645,APU_015,617.52,967.38,2292.69,2910.21
COST_00646,WO_00646,APU_047,782.46,1707.24,3994.94,4777.4
COST_00647,WO_00647,APU_021,623.05,1527.8,947.24,1570.29
COST_00648,WO_00648,APU_005,792.36,1357.56,3583.96,4376.32
COST_00649,WO_00649,APU_046,468.19,1762.9,4213.33,4681.52
COST_00650,WO_00650,APU_045,500.28,1714.96,6842.69,7342.97
COST_00651,WO_00651,APU_006,930.54,1672.15,12574.57,13505.11
COST_00652,WO_00652,APU_024,888.43,1731.16,8742.36,9630.79
COST_00653,WO_00653,APU_002,967.65,1648.64,3857.82,4825.47
COST_00654,WO_00654,APU_018,177.43,1750.24,2590.36,2767.79
COST_00655,WO_00655,APU_015,885.12,472.71,5289.62,6174.74
COST_00656,WO_00656,APU_035,730.55,1510.68,4245.01,4975.56
COST_00657,WO_00657,APU_049,957.08,472.8,1295.47,2252.55
COST_00658,WO_00658,APU_047,406.1,1699.08,4553.53,4959.63
COST_00659,WO_00659,APU_028,300.27,1115.95,3381.33,3681.6
COST_00660,WO_00660,APU_001,567.94,801.51,2011.79,2579.73
COST_00661,WO_00661,APU_037,453.72,482.1,954.56,1408.28
COST_00662,WO_00662,APU_020,330.53,1682.16,3381.14,3711.67
COST_00663,WO_00663,APU_001,695.27,804.35,2147.61,2842.88
COST_00664,WO_00664,APU_004,263.37,524.01,1058.5,1321.87
COST_00665,WO_00665,APU_012,460.14,1554.73,2860.7,3320.84
COST_00666,WO_00666,APU_040,905.02,806.0,2321.28,3226.3
COST_00667,WO_00667,APU_003,623.79,365.92,863.57,1487.36
COST_00668,WO_00668,APU_044,908.82,578.68,3599.39,4508.21
COST_00669,WO_00669,APU_008,194.83,1390.18,875.81,1070.64
COST_00670,WO_00670,APU_042,226.67,909.13,4500.19,4726.86
COST_00671,WO_00671,APU_027,1100.28,518.89,2796.82,3897.1
COST_00672,WO_00672,APU_024,108.05,520.33,452.69,560.74
COST_00673,WO_00673,APU_033,534.35,1684.87,3790.96,4325.31
COST_00674,WO_00674,APU_025,365.58,1296.81,2878.92,3244.5
COST_00675,WO_00675,APU_034,938.18,1147.8,1434.75,2372.93
COST_00676,WO_00676,APU_013,302.85,986.57,1746.23,2049.08
COST_00677,WO_00677,APU_030,683.22,929.2,1375.22,2058.44
COST_00678,WO_00678,APU_006,925.48,1297.69,9252.53,10178.01
COST_00679,WO_00679,APU_027,487.06,802.86,3653.01,4140.07
COST_00680,WO_00680,APU_019,469.93,577.43,3158.54,3628.47
COST_00681,WO_00681,APU_041,872.29,946.14,3822.41,4694.7
COST_00682,WO_00682,APU_017,794.37,1330.63,1942.72,2737.09
COST_00683,WO_00683,APU_045,848.44,666.49,1359.64,2208.08
COST_00684,WO_00684,APU_023,504.22,391.41,1393.42,1897.64
COST_00685,WO_00685,APU_047,302.05,1346.99,1872.32,2174.37
COST_00686,WO_00686,APU_019,1022.16,943.0,3790.86,4813.02
COST_00687,WO_00687,APU_001,783.18,812.91,1934.73,2717.91
COST_00688,WO_00688,APU_015,395.24,342.27,756.42,1151.66
COST_00689,WO_00689,APU_021,588.55,572.0,2299.44,2887.99
COST_00690,WO_00690,APU_034,862.13,1121.29,3890.88,4753.01
COST_00691,WO_00691,APU_032,876.76,626.29,1396.63,2273.39
COST_00692,WO_00692,APU_043,291.86,1681.17,8641.21,8933.07
COST_00693,WO_00693,APU_039,218.8,1339.6,2009.4,2228.2
COST_00694,WO_00694,APU_019,783.85,616.04,2347.11,3130.96
COST_00695,WO_00695,APU_046,674.82,731.0,2755.87,3430.69
COST_00696,WO_00696,APU_018,715.35,760.75,1742.12,2457.47
COST_00697,WO_00697,APU_021,835.77,1743.76,5667.22,6502.99
COST_00698,WO_00698,APU_003,366.18,868.74,1190.17,1556.35
COST_00699,WO_00699,APU_016,434.62,425.58,1923.62,2358.24
COST_00700,WO_00700,APU_012,844.57,452.79,1113.86,1958.43
COST_00701,WO_00701,APU_001,960.76,1435.88,2929.2,3889.96
COST_00702,WO_00702,APU_027,711.84,1023.66,4954.51,5666.35
COST_00703,WO_00703,APU_034,514.23,1218.38,2254.0,2768.23
COST_00704,WO_00704,APU_041,342.91,1116.86,1396.07,1738.98
COST_00705,WO_00705,APU_029,346.13,420.12,483.14,829.27
COST_00706,WO_00706,APU_023,823.85,1030.27,3904.72,4728.57
COST_00707,WO_00707,APU_044,648.9,1585.01,2123.91,2772.81
COST_00708,WO_00708,APU_036,1240.13,1053.96,7525.27,8765.4
COST_00709,WO_00709,APU_026,289.14,393.08,338.05,627.19
COST_00710,WO_00710,APU_029,1193.58,1784.18,12328.68,13522.26
COST_00711,WO_00711,APU_009,1027.73,1476.45,4503.17,5530.9
COST_00712,WO_00712,APU_050,1056.58,759.37,1959.17,3015.75
COST_00713,WO_00713,APU_035,363.46,1417.79,2849.76,3213.22
COST_00714,WO_00714,APU_014,423.98,847.74,2873.84,3297.82
COST_00715,WO_00715,APU_032,833.73,1059.89,2819.31,3653.04
COST_00716,WO_00716,APU_018,881.77,513.33,2561.52,3443.29
COST_00717,WO_00717,APU_005,781.21,1240.34,3584.58,4365.79
COST_00718,WO_00718,APU_048,770.48,389.99,1150.47,1920.95
COST_00719,WO_00719,APU_033,692.66,958.86,2138.26,2830.92
COST_00720,WO_00720,APU_025,806.8,1165.5,3065.26,3872.06
COST_00721,WO_00721,APU_019,343.86,1650.08,5313.26,5657.12
COST_00722,WO_00722,APU_049,345.46,1245.15,1319.86,1665.32
COST_00723,WO_00723,APU_029,935.26,893.01,1151.98,2087.24
COST_00724,WO_00724,APU_007,676.65,322.98,1320.99,1997.64
COST_00725,WO_00725,APU_010,426.01,712.11,2129.21,2555.22
COST_00726,WO_00726,APU_048,706.3,538.44,1324.56,2030.86
COST_00727,WO_00727,APU_018,300.94,1239.6,3408.9,3709.84
COST_00728,WO_00728,APU_030,506.42,755.08,2484.21,2990.63
COST_00729,WO_00729,APU_028,270.94,694.01,1401.9,1672.84
COST_00730,WO_00730,APU_013,683.5,1269.68,2247.33,2930.83
COST_00731,WO_00731,APU_048,162.53,530.16,1606.38,1768.91
COST_00732,WO_00732,APU_034,255.46,1602.77,2548.4,2803.86
COST_00733,WO_00733,APU_034,748.55,850.54,2891.84,3640.39
COST_00734,WO_00734,APU_034,475.15,915.02,979.07,1454.22
COST_00735,WO_00735,APU_001,940.74,1146.85,5493.41,6434.15
COST_00736,WO_00736,APU_004,594.01,1692.91,5975.97,6569.98
COST_00737,WO_00737,APU_041,531.38,1769.11,5537.31,6068.69
COST_00738,WO_00738,APU_024,860.97,1002.77,4682.94,5543.91
COST_00739,WO_00739,APU_038,708.03,1615.82,10971.42,11679.45
COST_00740,WO_00740,APU_034,782.83,1673.34,7948.36,8731.19
COST_00741,WO_00741,APU_014,242.79,1590.53,1574.62,1817.41
COST_00742,WO_00742,APU_011,128.01,1695.25,2271.64,2399.65
COST_00743,WO_00743,APU_028,839.01,751.79,1450.95,2289.96
COST_00744,WO_00744,APU_025,398.48,447.31,1234.58,1633.06
COST_00745,WO_00745,APU_039,903.88,1676.55,6052.35,6956.23
COST_00746,WO_00746,APU_036,860.11,965.77,1757.7,2617.81
COST_00747,WO_00747,APU_012,878.98,723.24,2176.95,3055.93
COST_00748,WO_00748,APU_040,701.28,1637.22,2930.62,3631.9
COST_00749,WO_00749,APU_029,234.84,1353.81,2626.39,2861.23
COST_00750,WO_00750,APU_017,844.46,1578.77,1973.46,2817.92
COST_00751,WO_00751,APU_003,368.85,732.67,1201.58,1570.43
COST_00752,WO_00752,APU_039,949.55,401.83,518.36,1467.91
COST_00753,WO_00753,APU_024,324.06,1512.79,2405.34,2729.4
COST_00754,WO_00754,APU_004,1046.62,1686.78,8180.88,9227.5
COST_00755,WO_00755,APU_022,878.52,772.41,1243.58,2122.1
COST_00756,WO_00756,APU_043,729.74,1730.04,19999.26,20729.0
COST_00757,WO_00757,APU_006,219.54,756.05,2699.1,2918.64
COST_00758,WO_00758,APU_041,222.45,769.87,2317.31,2539.76
COST_00759,WO_00759,APU_037,233.34,403.11,685.29,918.63
COST_00760,WO_00760,APU_012,458.53,1279.88,5119.52,5578.05
COST_00761,WO_00761,APU_006,889.4,1603.14,3174.22,4063.62
COST_00762,WO_00762,APU_020,607.61,417.33,1214.43,1822.04
COST_00763,WO_00763,APU_015,1152.15,953.39,10592.16,11744.31
COST_00764,WO_00764,APU_045,647.13,1244.25,3210.16,3857.29
COST_00765,WO_00765,APU_041,793.21,1106.42,5653.81,6447.02
COST_00766,WO_00766,APU_045,575.5,1348.99,2495.63,3071.13
COST_00767,WO_00767,APU_033,729.46,1279.94,3417.44,4146.9
COST_00768,WO_00768,APU_031,585.15,1222.81,8804.23,9389.38
COST_00769,WO_00769,APU_045,740.5,1226.02,2366.22,3106.72
COST_00770,WO_00770,APU_012,477.29,1296.15,9552.63,10029.92
COST_00771,WO_00771,APU_040,920.82,500.05,2005.2,2926.02
COST_00772,WO_00772,APU_031,927.52,1376.39,2739.02,3666.54
